id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target,clean_text,full_text,label,,,,,
1.88E+18,2025-01-28 09:06:30+00:00,gesi_ruhma25,1.70E+18,in,,0,0,0,0,https://x.com/gesi_ruhma25/status/1884166148813738330,,0,gesi_ruhma25,,prabowo gibran berhasil mendorong roda ekonomi inklusi sosial,Dalam 100 hari Prabowo Gibran berhasil mendorong roda ekonomi dan inklusi sosial #100HariKerjaNyata,positive,,,,,
1.88E+18,2025-01-28 09:14:52+00:00,its__Arthur19,1.24E+18,in,Jakarta ,1,0,1,15,https://x.com/its__Arthur19/status/1884168254899511410,"AraituLaki,prabowo",2,its__Arthur19,AraituLaki,MENTIONEDUSER MENTIONEDUSER akibat kebijakan pemimpin sembrono ruang investor proses kajian udah pasir nya dijual alasan sedimen laut shm alasan dulunya tanah adat wesss uedaaaan,@AraituLaki @prabowo Akibat kebijakan pemimpin yang sembrono memberikan ruang untuk para investor tanpa melalui proses kajian. Udah pasir nya bisa dijual dengan alasan sedimen laut di shm kan alasan dulunya tanah adat.. Wesss uedaaaan,negative,,,,,
1.88E+18,2025-01-28 11:34:36+00:00,99propaganda,1.43E+18,in,,0,1,1,5,https://x.com/99propaganda/status/1884203418425909670,,0,99propaganda,,presiden prabowo mengunjungi negara kerja nya manfaat negara menarik investor negeri negara china as peru brazil inggris uea mesir malaysia india,Presiden Prabowo sudah mengunjungi 9 negara lain dalam 100 hari kerja. Kunjungan² ini tentu nya memberikan manfaat bagi negara seperti menarik investor luar negeri. Berikut 9 negara tersebut : 1. China 2. AS 3. Peru 4. Brazil 5. Inggris 6. UEA 7. Mesir 8. Malaysia 9. India,positive,,,,,
1.88E+18,2025-01-28 15:36:59+00:00,panca_saptono,1.70E+18,in,,0,0,0,0,https://x.com/panca_saptono/status/1884264416050569652,GenZNusantara,1,panca_saptono,GenZNusantara,MENTIONEDUSER serius menata ekonomi prabowogibran buktikan orang manfaatnya merata,@GenZNusantara Serius menata ekonomi Prabowo-Gibran buktikan kalau semua orang bisa dapat manfaatnya merata!,positive,,,,,
1.88E+18,2025-01-28 18:13:01+00:00,AI_AriefIbrahim,1.69E+18,in,,0,1,0,0,https://x.com/AI_AriefIbrahim/status/1884303683749572955,,0,AI_AriefIbrahim,,kembangkan startup ai lokal via venture capital negeri bentuk sovereign wealth fund khusus teknologi contoh indonesia ai fund investasi startup lokal binar ecommerce aidriven insentif pajak startup ai,**5/10: Kembangkan Startup AI Lokal via Venture Capital Negeri** Bentuk sovereign wealth fund khusus teknologi (contoh: Indonesia AI Fund) untuk investasi di startup lokal seperti BINAR atau e-commerce AI-driven. Beri insentif pajak 0% selama 5 tahun bagi startup AI yang,positive,,,,,
1.88E+18,2025-01-28 22:37:42+00:00,xstsetra,297314996,in,"Kota Bandung, Jawa Barat",0,1,0,1,https://x.com/xstsetra/status/1884370292841275595,,0,xstsetra,,pasar modal likuiditas menyediakn infrastruktur yg drancang khusus aplikasi u menciptakan produk keuangan yg canggih dng memanfaatkn posisi likuiditas yg ditokenisasi efisiensi modal amp kemampuan manajemen risiko yg sebelumny tdk tersedia dlm ekosistem,3.Pasar Modal Likuiditas: Menyediakn infrastruktur yg drancang khusus bagi aplikasi u/ menciptakan produk keuangan yg canggih dng memanfaatkn posisi likuiditas yg telah ditokenisasi memungkinkan efisiensi modal &amp; kemampuan manajemen risiko yg sebelumny tdk tersedia dlm ekosistem,positive,,,,,
1.88E+18,2025-01-28 23:15:21+00:00,laceri92,158702706,in,Jakarta Capital Region,0,0,0,0,https://x.com/laceri92/status/1884379766377308402,trapxbyna,1,laceri92,trapxbyna,MENTIONEDUSER saran mahasiswa s semester belajarlah pasar modal crypto pelajari sisihkan uang investasi tanun lulus modal lumayan,@trapxbyna Saran bagi seluruh mahasiswa S1 sejak semester 1 belajarlah pasar modal atau crypto pelajari dalam dalam lalu sisihkan uang untuk investasi sehingga di tanun ke empat kalian begitu lulus kalian sudah punya modal lumayan.,neutral,,,,,
1.88E+18,2025-01-29 00:57:58+00:00,setiawan_makm,1.70E+18,in,,0,0,0,0,https://x.com/setiawan_makm/status/1884405590941933653,ejwenni,1,setiawan_makm,ejwenni,MENTIONEDUSER inovasi prabowo bikin ekonomi kuat bikin senyum wajah rakyat,@ejwenni Inovasi Prabowo di 100 hari pertama bikin ekonomi lebih kuat bikin senyum di wajah rakyat #100HariKerjaNyata,positive,,,,,
1.88E+18,2025-01-29 01:34:36+00:00,GNFI,39677695,in,Indonesia,0,0,0,1,https://x.com/GNFI/status/1884414811314049145,,0,GNFI,,pencapaian strategi pembangunan reformasi ekonomi diterapkan pemerintah berjalan efektif tekanan eksternal perlambatan ekonomi global ketegangan geopolitik tantangan indonesia berhasil menjaga stabilitas ekonomi,Pencapaian ini menunjukkan bahwa strategi pembangunan dan reformasi ekonomi yang diterapkan pemerintah berjalan efektif. Meskipun tekanan eksternal seperti perlambatan ekonomi global dan ketegangan geopolitik terus menjadi tantangan Indonesia berhasil menjaga stabilitas ekonomi,positive,,,,,
1.88E+18,2025-01-29 02:49:37+00:00,edimyz,631849175,in,Bandung,0,0,0,0,https://x.com/edimyz/status/1884433688596996266,"ipin_progress,profesor_saham,DitjenPajakRI,prabowo",4,edimyz,ipin_progress,MENTIONEDUSER MENTIONEDUSER MENTIONEDUSER MENTIONEDUSER abis dijalan kali ya,@ipin_progress @profesor_saham @DitjenPajakRI @prabowo Abis dijalan kali ya?,neutral,,,,,
1.88E+18,2025-01-29 08:29:38+00:00,dokteru355350,1.73E+18,in,,0,0,0,1,https://x.com/dokteru355350/status/1884519260288082068,,0,dokteru355350,,saran presiden prabowo menjalankan uud pasal alangkah baiknya amandemen usaha eksplorasi eksploitasi bumi indonesia negara hak saham bikin kaya perseorangan perseroan,Saran juga Bapak Presiden Prabowo supaya bisa menjalankan UUD 45 pasal 33 alangkah baiknya di amandemen lagi dengan lebih jelas setiap usaha eksplorasi eksploitasi di bumi Indonesia negara punya hak misalnya 60%saham dan bukan hanya bikin kaya perseorangan/ perseroan saja,neutral,,,,,
1.88E+18,2025-01-29 10:54:52+00:00,kamehadian,1.74E+18,in,,0,0,0,2,https://x.com/kamehadian/status/1884555807125287187,abu_waras,1,kamehadian,abu_waras,MENTIONEDUSER sulit membawa nkri utk dr krisis multi dimensi stl diobrak abrik rezim jkw slm th smpai skrg stl lengser msh krn menanam saham dlm kemenangan prabowo scr kotor,@abu_waras Akan sulit membawa nkri utk keluar dr krisis multi dimensi stl diobrak abrik rezim jkw slm 10th smpai skrg stl lengser pun msh mampu cawe² krn menanam saham dlm kemenangan prabowo scr kotor,negative,,,,,
1.88E+18,2025-01-29 14:48:28+00:00,MochHandoko,8.00E+17,in,"Sukorejo, Indonesia",0,0,0,0,https://x.com/MochHandoko/status/1884614595098427696,,0,MochHandoko,,mobil jual rumah jual sang istri pengusaha mengaku kalo suaminya sempet cuan m saham rugi orang desa menganggap saham judi dengn perkataan prabowo,Untuk sekarang mobil tiba di jual dan rumah juga hampir di jual ternyata sang istri dari pengusaha ini mengaku kalo suaminya sempet cuan 1 m lebih di saham dan sekarang rugi banyak Jadilah orang desa menganggap saham itu judi di tambah kan juga dengn perkataan prabowo,neutral,,,,,
1.88E+18,2025-01-29 15:21:35+00:00,iwalanwar,64605516,in,"ÜT: -6.289942,106.753653",0,1,1,3,https://x.com/iwalanwar/status/1884622927578251731,PaltiWest2024,1,iwalanwar,PaltiWest2024,MENTIONEDUSER kiatnya ga membeo aja manut jokowiyang omonomon pilpres ga terlaksana kejadiankejadian merugikan indonesia koarkoar penegakan hukum lemah berdampak ekonomi,@PaltiWest2024 Kiatnya ga ada hanya membeo aja manut apa kata Jokowi....yang dia omon-omon waktu Pilpres ga ada yang terlaksana 100 hari sudah banyak kejadian-kejadian yang merugikan Indonesia yang selalu dia koar-koar kan Penegakan Hukum yang lemah berdampak pada ekonomi kita,negative,,,,,
1.88E+18,2025-01-29 15:24:24+00:00,iwalanwar,64605516,in,"ÜT: -6.289942,106.753653",0,0,0,1,https://x.com/iwalanwar/status/1884623637334183986,pakmul63,1,iwalanwar,pakmul63,MENTIONEDUSER lucu yaa tingkat kepuasan prabowo mencapai kejadiankejadian berdampak ekonomi penegakan hukum,@pakmul63 Lucu yaa katanya Tingkat Kepuasan Prabowo selama 100 hari mencapai 80%....tapi kok banyak sekali kejadian-kejadian yang berdampak pada Ekonomi dan Penegakan Hukum,negative,,,,,
1.88E+18,2025-01-29 15:44:29+00:00,gigarxx,1.37E+18,in,,0,1,0,0,https://x.com/gigarxx/status/1884628692846162126,,0,gigarxx,,pasar modal,Ikut pasar modal,neutral,,,,,
1.88E+18,2025-01-29 17:55:18+00:00,bina_maudah,1.69E+18,in,,0,0,0,0,https://x.com/bina_maudah/status/1884661611052613640,,0,bina_maudah,,prabowo membawa optimisme pemberantasan pelanggaran hukum,Prabowo membawa optimisme baru dalam pemberantasan pelanggaran hukum #PertegasHukumIndonesia,positive,,,,,
1.88E+18,2025-01-29 21:13:17+00:00,YustikasariElly,2929049688,in,"Bogor,Indonesia",0,0,0,0,https://x.com/YustikasariElly/status/1884711438973100293,"iwalanwar,MichelAdam717,prabowo",3,YustikasariElly,iwalanwar,MENTIONEDUSER MENTIONEDUSER MENTIONEDUSER kondisi negara carut marut sptnya investorbenahi yg sj dulukbs jangka pjg ga investor orang asing investor ujungnya oligarki mengeruk sumber alam negara hkebagian bencana petakanya sajamiris,@iwalanwar @MichelAdam717 @prabowo Kondisi negara carut marut begini sptnya kita tak memerlukan investor.Benahi yg ada sj dulu.K/bs jangka pjg ga usah ada investor orang asing semua investor pasti ujungnya sama seperti oligarki bakalan mengeruk sumber alam negara kita h/kebagian bencana dan petakanya saja.Miris!,neutral,,,,,
1.88E+18,2025-01-29 22:07:27+00:00,ibnuu_rizal,1.69E+18,in,,0,0,0,0,https://x.com/ibnuu_rizal/status/1884725067323760826,,0,ibnuu_rizal,,optimisme rakyat mendukung ketegasan hukum prabowo indonesia sejahtera,Optimisme rakyat mendukung ketegasan hukum Prabowo demi Indonesia sejahtera #PertegasHukumIndonesia,positive,,,,,
1.88E+18,2025-01-29 23:14:43+00:00,yugipork73,1.60E+18,in,,0,0,0,2,https://x.com/yugipork73/status/1884741997912809722,"WagimanDeep212_,prabowo",2,yugipork73,WagimanDeep212_,MENTIONEDUSER MENTIONEDUSER yg viral blmtentu bui orang sdh lupa rafael alun bos robot trading sambo dimana,@WagimanDeep212_ @prabowo Semua kasus yg viral blm.tentu berakhir bui. Orang sdh lupa. Rafael Alun bos2 robot trading Sambo ... Dimana mereka ? ,neutral,,,,,
1.88E+18,2025-01-30 00:30:09+00:00,wisnuputro07,1.51E+18,in,"Surakarta, Jawa Tengah",0,1,2,11,https://x.com/wisnuputro07/status/1884760978954596738,"Boediantar4,prabowo,fadlizon",3,wisnuputro07,Boediantar4,MENTIONEDUSER MENTIONEDUSER MENTIONEDUSER nahh lo dipikirnya masyarakat mudah dibohongi cangkemnya bilang saham freeport sdh dikuasai negaramaka yg mempertanggung jawabkan pernyataannya,@Boediantar4 @prabowo @fadlizon Nahh lo dipikirnya masyarakat masih mudah dibohongi cangkemnya siapa yang bilang 51% saham freeport sdh dikuasai oleh negara?!maka dialah yg harus mempertanggung jawabkan pernyataannya ,negative,,,,,
1.88E+18,2025-01-30 01:46:58+00:00,Pe_Enestee,1.61E+18,in,Indonesia,0,0,0,4,https://x.com/Pe_Enestee/status/1884780309998362812,"alergipagar,moyalyubov7,RickyKardjono,AyamSegar3,prabowo,Gerindra,bang_dasco",7,Pe_Enestee,alergipagar,MENTIONEDUSER MENTIONEDUSER MENTIONEDUSER MENTIONEDUSER test sound yg komentar nggak reaksi nggak presiden cek pasar dilanjutkan dg menerima si botak yg no reaction MENTIONEDUSER MENTIONEDUSER MENTIONEDUSER,@alergipagar @moyalyubov7 @RickyKardjono @AyamSegar3 Test sound? Ada yg komentar nggak dari dalam ? Ada reaksi nggak dari pihak Presiden? Jadi itu cek pasar . Dilanjutkan dg menerima si Botak bukan? Karena yg pertama no reaction! @prabowo @Gerindra @bang_dasco,negative,,,,,
1.88E+18,2025-01-30 04:19:57+00:00,K96278Khalid,1.83E+18,in,,0,1,0,0,https://x.com/K96278Khalid/status/1884818810672431235,,0,K96278Khalid,,lembaga diuntungkan sistem bank sentral mencetak uang mengontrol suplai uang kebijakan moneter keuntungan kontrol ekonomi global negara bergantung mata uang cetak,Lembaga yang paling diuntungkan dalam sistem ini adalah Bank sentral mencetak uang dan mengontrol suplai uang melalui kebijakan moneter. Mereka mendapatkan keuntungan dari kontrol atas ekonomi global karena hampir semua negara bergantung pada mata uang yang mereka cetak.,neutral,,,,,
1.88E+18,2025-01-30 07:16:28+00:00,a12un,229772871,in,Jakarta Capital Region,0,0,0,8,https://x.com/a12un/status/1884863232260944052,"Bl3ss3dSoul,barengwarga,prabowo",3,a12un,Bl3ss3dSoul,MENTIONEDUSER MENTIONEDUSER MENTIONEDUSER saran tinggal saran byebye kritik membangun boro dialihkan subsidi bahan pangan dikasih tau utk mendorong pangan lokal diversifikasi sumber protein tdk melulu ayam dikasihnya belalang amp ulat sagu bosnya bgn sentralistik,@Bl3ss3dSoul @barengwarga @prabowo Saran tinggal saran bye-bye kritik membangun Boro2 dialihkan ke subsidi bahan pangan dikasih tau utk mendorong pangan lokal agar terjadi diversifikasi sumber protein (tdk melulu ayam) malah dikasihnya belalang &amp; ulat sagu sama bosnya BGN Begitulah kalau sentralistik.,negative,,,,,
1.88E+18,2025-01-30 07:33:28+00:00,royson_kacung,1.61E+18,in,,0,0,0,1,https://x.com/royson_kacung/status/1884867509943255429,"BosPurwa,prabowo,UGMYogyakarta",3,royson_kacung,BosPurwa,MENTIONEDUSER prioritas kaum keledai cm perut junjungan nya kelas cm boneka si penjajah berijasah palsu ya ngga omon MENTIONEDUSER MENTIONEDUSER bubar sj klo tdk brani bersuara krn kampusmu saham ancur negri,@BosPurwa prioritas kaum keledai cm perut junjungan nya pun kelas cm BONEKA si penjajah berijasah palsu ya ngga omon2 @prabowo @UGMYogyakarta bubar sj klo tdk brani bersuara krn kampusmu punya saham besar ancur negri ini,negative,,,,,
1.88E+18,2025-01-30 09:39:54+00:00,cgsi_id,1.02E+18,in,Jakarta Capital Region,0,0,0,0,https://x.com/cgsi_id/status/1884899330265637019,,0,cgsi_id,,semoga cerita strategi pemenang menginspirasi generasi muda berani mengeksplorasi dunia pasar modal,Semoga cerita dan strategi dari para pemenang ini dapat menginspirasi generasi muda lainnya untuk berani mengeksplorasi dunia pasar modal! #CGSInternational #CGSI #CGSID #ASEANInvestmentChallenge #AIC2024 #YourGalaxyYourWay #AkuInvestorSaham #FinLit #ESG #Sustainability,neutral,,,,,
