full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
**5/10: Kembangkan Startup AI Lokal via Venture Capital Negeri** Bentuk sovereign wealth fund khusus teknologi (contoh: Indonesia AI Fund) untuk investasi di startup lokal seperti BINAR atau e-commerce AI-driven. Beri insentif pajak 0% selama 5 tahun bagi startup AI yang,1.88430368374957E+018,2025-01-28 18:13:01+00:00,AI_AriefIbrahim,1.688992886078E+018,in,,0,1,0,0,https://x.com/AI_AriefIbrahim/status/1884303683749572955,,0,AI_AriefIbrahim,
3.Pasar Modal Likuiditas: Menyediakn infrastruktur yg drancang khusus bagi aplikasi u/ menciptakan produk keuangan yg canggih dng memanfaatkn posisi likuiditas yg telah ditokenisasi memungkinkan efisiensi modal &amp; kemampuan manajemen risiko yg sebelumny tdk tersedia dlm ekosistem,1.88437029284127E+018,2025-01-28 22:37:42+00:00,xstsetra,297314996,in,"Kota Bandung, Jawa Barat",0,1,0,1,https://x.com/xstsetra/status/1884370292841275595,,0,xstsetra,
@trapxbyna Saran bagi seluruh mahasiswa S1 sejak semester 1 belajarlah pasar modal atau crypto pelajari dalam dalam lalu sisihkan uang untuk investasi sehingga di tanun ke empat kalian begitu lulus kalian sudah punya modal lumayan.,1.88437976637729E+018,2025-01-28 23:15:21+00:00,laceri92,158702706,in,Jakarta Capital Region,0,0,0,0,https://x.com/laceri92/status/1884379766377308402,trapxbyna,1,laceri92,trapxbyna
@ejwenni Inovasi Prabowo di 100 hari pertama bikin ekonomi lebih kuat bikin senyum di wajah rakyat #100HariKerjaNyata,1.88440559094192E+018,2025-01-29 00:57:58+00:00,setiawan_makm,1.70368925709596E+018,in,,0,0,0,0,https://x.com/setiawan_makm/status/1884405590941933653,ejwenni,1,setiawan_makm,ejwenni
Pencapaian ini menunjukkan bahwa strategi pembangunan dan reformasi ekonomi yang diterapkan pemerintah berjalan efektif. Meskipun tekanan eksternal seperti perlambatan ekonomi global dan ketegangan geopolitik terus menjadi tantangan Indonesia berhasil menjaga stabilitas ekonomi,1.88441481131404E+018,2025-01-29 01:34:36+00:00,GNFI,39677695,in,Indonesia,0,0,0,1,https://x.com/GNFI/status/1884414811314049145,,0,GNFI,
@ipin_progress @profesor_saham @DitjenPajakRI @prabowo Abis dijalan kali ya?,1.88443368859698E+018,2025-01-29 02:49:37+00:00,edimyz,631849175,in,Bandung,0,0,0,0,https://x.com/edimyz/status/1884433688596996266,"ipin_progress,profesor_saham,DitjenPajakRI,prabowo",4,edimyz,ipin_progress
Saran juga Bapak Presiden Prabowo supaya bisa menjalankan UUD 45 pasal 33 alangkah baiknya di amandemen lagi dengan lebih jelas setiap usaha eksplorasi eksploitasi di bumi Indonesia negara punya hak misalnya 60%saham dan bukan hanya bikin kaya perseorangan/ perseroan saja,1.88451926028807E+018,2025-01-29 08:29:38+00:00,dokteru355350,1.73266995917894E+018,in,,0,0,0,1,https://x.com/dokteru355350/status/1884519260288082068,,0,dokteru355350,
@abu_waras Akan sulit membawa nkri utk keluar dr krisis multi dimensi stl diobrak abrik rezim jkw slm 10th smpai skrg stl lengser pun msh mampu cawe² krn menanam saham dlm kemenangan prabowo scr kotor,1.88455580712528E+018,2025-01-29 10:54:52+00:00,kamehadian,1.73596180756162E+018,in,,0,0,0,2,https://x.com/kamehadian/status/1884555807125287187,abu_waras,1,kamehadian,abu_waras
Untuk sekarang mobil tiba di jual dan rumah juga hampir di jual ternyata sang istri dari pengusaha ini mengaku kalo suaminya sempet cuan 1 m lebih di saham dan sekarang rugi banyak Jadilah orang desa menganggap saham itu judi di tambah kan juga dengn perkataan prabowo,1.88461459509841E+018,2025-01-29 14:48:28+00:00,MochHandoko,8.00024953772878E+017,in,"Sukorejo, Indonesia",0,0,0,0,https://x.com/MochHandoko/status/1884614595098427696,,0,MochHandoko,
@PaltiWest2024 Kiatnya ga ada hanya membeo aja manut apa kata Jokowi....yang dia omon-omon waktu Pilpres ga ada yang terlaksana 100 hari sudah banyak kejadian-kejadian yang merugikan Indonesia yang selalu dia koar-koar kan Penegakan Hukum yang lemah berdampak pada ekonomi kita,1.88462292757824E+018,2025-01-29 15:21:35+00:00,iwalanwar,64605516,in,"ÜT: -6.289942,106.753653",0,1,1,3,https://x.com/iwalanwar/status/1884622927578251731,PaltiWest2024,1,iwalanwar,PaltiWest2024
@pakmul63 Lucu yaa katanya Tingkat Kepuasan Prabowo selama 100 hari mencapai 80%....tapi kok banyak sekali kejadian-kejadian yang berdampak pada Ekonomi dan Penegakan Hukum,1.88462363733418E+018,2025-01-29 15:24:24+00:00,iwalanwar,64605516,in,"ÜT: -6.289942,106.753653",0,0,0,1,https://x.com/iwalanwar/status/1884623637334183986,pakmul63,1,iwalanwar,pakmul63
Ikut pasar modal,1.88462869284615E+018,2025-01-29 15:44:29+00:00,gigarxx,1.36596709680743E+018,in,,0,1,0,0,https://x.com/gigarxx/status/1884628692846162126,,0,gigarxx,
Prabowo membawa optimisme baru dalam pemberantasan pelanggaran hukum #PertegasHukumIndonesia,1.88466161105261E+018,2025-01-29 17:55:18+00:00,bina_maudah,1.68585457083946E+018,in,,0,0,0,0,https://x.com/bina_maudah/status/1884661611052613640,,0,bina_maudah,
@iwalanwar @MichelAdam717 @prabowo Kondisi negara carut marut begini sptnya kita tak memerlukan investor.Benahi yg ada sj dulu.K/bs jangka pjg ga usah ada investor orang asing semua investor pasti ujungnya sama seperti oligarki bakalan mengeruk sumber alam negara kita h/kebagian bencana dan petakanya saja.Miris!,1.8847114389731E+018,2025-01-29 21:13:17+00:00,YustikasariElly,2929049688,in,"Bogor,Indonesia",0,0,0,0,https://x.com/YustikasariElly/status/1884711438973100293,"iwalanwar,MichelAdam717,prabowo",3,YustikasariElly,iwalanwar
Optimisme rakyat mendukung ketegasan hukum Prabowo demi Indonesia sejahtera #PertegasHukumIndonesia,1.88472506732376E+018,2025-01-29 22:07:27+00:00,ibnuu_rizal,1.68876240401933E+018,in,,0,0,0,0,https://x.com/ibnuu_rizal/status/1884725067323760826,,0,ibnuu_rizal,
@WagimanDeep212_ @prabowo Semua kasus yg viral blm.tentu berakhir bui. Orang sdh lupa. Rafael Alun bos2 robot trading Sambo ... Dimana mereka ? ,1.8847419979128E+018,2025-01-29 23:14:43+00:00,yugipork73,1.603739333697E+018,in,,0,0,0,2,https://x.com/yugipork73/status/1884741997912809722,"WagimanDeep212_,prabowo",2,yugipork73,WagimanDeep212_
@Boediantar4 @prabowo @fadlizon Nahh lo dipikirnya masyarakat masih mudah dibohongi cangkemnya siapa yang bilang 51% saham freeport sdh dikuasai oleh negara?!maka dialah yg harus mempertanggung jawabkan pernyataannya ,1.88476097895458E+018,2025-01-30 00:30:09+00:00,wisnuputro07,1.50973442403192E+018,in,"Surakarta, Jawa Tengah",0,1,2,11,https://x.com/wisnuputro07/status/1884760978954596738,"Boediantar4,prabowo,fadlizon",3,wisnuputro07,Boediantar4
@alergipagar @moyalyubov7 @RickyKardjono @AyamSegar3 Test sound? Ada yg komentar nggak dari dalam ? Ada reaksi nggak dari pihak Presiden? Jadi itu cek pasar . Dilanjutkan dg menerima si Botak bukan? Karena yg pertama no reaction! @prabowo @Gerindra @bang_dasco,1.88478030999836E+018,2025-01-30 01:46:58+00:00,Pe_Enestee,1.60593306145503E+018,in,Indonesia,0,0,0,4,https://x.com/Pe_Enestee/status/1884780309998362812,"alergipagar,moyalyubov7,RickyKardjono,AyamSegar3,prabowo,Gerindra,bang_dasco",7,Pe_Enestee,alergipagar
Lembaga yang paling diuntungkan dalam sistem ini adalah Bank sentral mencetak uang dan mengontrol suplai uang melalui kebijakan moneter. Mereka mendapatkan keuntungan dari kontrol atas ekonomi global karena hampir semua negara bergantung pada mata uang yang mereka cetak.,1.88481881067243E+018,2025-01-30 04:19:57+00:00,K96278Khalid,1.82769606321156E+018,in,,0,1,0,0,https://x.com/K96278Khalid/status/1884818810672431235,,0,K96278Khalid,
@Bl3ss3dSoul @barengwarga @prabowo Saran tinggal saran bye-bye kritik membangun Boro2 dialihkan ke subsidi bahan pangan dikasih tau utk mendorong pangan lokal agar terjadi diversifikasi sumber protein (tdk melulu ayam) malah dikasihnya belalang &amp; ulat sagu sama bosnya BGN Begitulah kalau sentralistik.,1.88486323226094E+018,2025-01-30 07:16:28+00:00,a12un,229772871,in,Jakarta Capital Region,0,0,0,8,https://x.com/a12un/status/1884863232260944052,"Bl3ss3dSoul,barengwarga,prabowo",3,a12un,Bl3ss3dSoul
@BosPurwa prioritas kaum keledai cm perut junjungan nya pun kelas cm BONEKA si penjajah berijasah palsu ya ngga omon2 @prabowo @UGMYogyakarta bubar sj klo tdk brani bersuara krn kampusmu punya saham besar ancur negri ini,1.88486750994324E+018,2025-01-30 07:33:28+00:00,royson_kacung,1.60698403465106E+018,in,,0,0,0,1,https://x.com/royson_kacung/status/1884867509943255429,"BosPurwa,prabowo,UGMYogyakarta",3,royson_kacung,BosPurwa
Semoga cerita dan strategi dari para pemenang ini dapat menginspirasi generasi muda lainnya untuk berani mengeksplorasi dunia pasar modal! #CGSInternational #CGSI #CGSID #ASEANInvestmentChallenge #AIC2024 #YourGalaxyYourWay #AkuInvestorSaham #FinLit #ESG #Sustainability,1.88489933026562E+018,2025-01-30 09:39:54+00:00,cgsi_id,1.01665563529374E+018,in,Jakarta Capital Region,0,0,0,0,https://x.com/cgsi_id/status/1884899330265637019,,0,cgsi_id,
@Dyananjani89 @Gerindra @prabowo Prinsip subsidi silang kak. Yang kondisi finansial nya berkecukupan boleh tidak memakai fasilitas untuk menghemat anggaran Tapi bagi rakyat yang butuh dan tidak memiliki kecukupan finansial hal ini sangat bermanfaat. Jadi kalo kita ga make Ibarat nya itu kita bantu subsidi jg.,1.88491148152085E+018,2025-01-30 10:28:11+00:00,bangsamsul_,1.72446517240278E+018,in,,0,0,0,0,https://x.com/bangsamsul_/status/1884911481520869710,"Dyananjani89,Gerindra,prabowo",3,bangsamsul_,Dyananjani89
Mana 3/4 nya itu ilmu eksak️ Akuntansi analisis laporan keuangan ekonometrika (ekonomi matematika statistika)️ satu lagi manajemen investasi dan pasar modal Menyala otak-ku,1.88493260299981E+018,2025-01-30 11:52:07+00:00,ch0coball,1.43089819562678E+018,in,,0,0,0,0,https://x.com/ch0coball/status/1884932602999816592,,0,ch0coball,
@supergambles Milik konglomerasi yg diberi insentif pajak. ,1.88493668083214E+018,2025-01-30 12:08:19+00:00,NouraFayruz,1.65306168670067E+018,in,ashkolan❤️,0,0,0,0,https://x.com/NouraFayruz/status/1884936680832147621,supergambles,1,NouraFayruz,supergambles
@BosPurwa @KemenkeuRI lansia harusnya wajib dapat subsidi gas ijo juga! apapun kondisi ekonominya.. @erickthohir @kemenkopmk @setkabgoid @KemensetnegRI @prabowo,1.88494922489232E+018,2025-01-30 12:58:10+00:00,AikHoki,1.36957383800705E+018,in,,0,0,0,0,https://x.com/AikHoki/status/1884949224892330472,"BosPurwa,KemenkeuRI,erickthohir,kemenkopmk,setkabgoid,KemensetnegRI,prabowo",7,AikHoki,BosPurwa
Desember 2024: Induk -pemegang saham mayoritas dan pengendali- PT Solusi Sinergi Digital Tbk diakuisisi oleh Hashim Djojojadikusumo adik Presiden Prabowo.,1.88495236114962E+018,2025-01-30 13:10:38+00:00,SpektaData,170584278,in,Indonesia Raya,0,1,0,0,https://x.com/SpektaData/status/1884952361149632875,,0,SpektaData,
Fasilitas PPN Di Tanggung Pemerintah Di Sektor Properti Pemerintah sering memberikan insentif Pajak Pertambahan Nilai (PPN) Ditanggung Pemerintah (DTP) di sektor properti untuk mendorong pembelian rumah terutama bagi masyarakat yang ingin memiliki hunian pertama. Program ini,1.88496798278449E+018,2025-01-30 14:12:42+00:00,permatagaravilg,1.8185069229765E+018,in,Bsd tangerang,0,1,0,0,https://x.com/permatagaravilg/status/1884967982784508389,,0,permatagaravilg,
Pak @prabowo Gas 3 KG untuk masyarakat bawah di Jkarta dan sekitar nya saat ini langka di pasaran pak sptnya ini akibat kebijakan pembatasan subsidi pemerintah.. Kalo di jkt saja susah apalagi di daerah,1.88500227179429E+018,2025-01-30 16:28:57+00:00,Fortuneatrack,88912752,in,Konoha Emporium,0,0,0,0,https://x.com/Fortuneatrack/status/1885002271794303234,prabowo,1,Fortuneatrack,prabowo
@RagilSemar Hanya Wira wiri sanam mari yg di pikirkan makan saja. .kebijakan ekonomi hanya satu naikkan pajak,1.8851623950538E+018,2025-01-31 03:05:14+00:00,EdWitjs,1.36364659436977E+018,in,620370,0,0,0,1,https://x.com/EdWitjs/status/1885162395053810038,RagilSemar,1,EdWitjs,RagilSemar
@DokterTifa @prabowo investor mana yg tertarik liat modelan begini cuman china yg mau karena bisa dimanfaatkan dan terbukti dimanfaatkan china,1.88517282975234E+018,2025-01-31 03:46:42+00:00,TOM37426699,1309686259,in,,0,0,0,0,https://x.com/TOM37426699/status/1885172829752353244,"DokterTifa,prabowo",2,TOM37426699,DokterTifa
@PaltiWest2024 @prabowo Nelayan Bali jangan sampai kalah sama investor apalagi Bali surganya pariwisata dunia... Lawan,1.88518530935444E+018,2025-01-31 04:36:17+00:00,jimmy_truck,628439048,in, #indramayucity west java,0,0,1,2,https://x.com/jimmy_truck/status/1885185309354451293,"PaltiWest2024,prabowo",2,jimmy_truck,PaltiWest2024
Ia menuturkan bahwa Presiden Prabowo mengharapkan keterlibatan sejumlah investor UEA di Indonesia dalam membantu menciptakan lapangan kerja dan pertumbuhan ekonomi.,1.88519480616048E+018,2025-01-31 05:14:01+00:00,SitiSumiran,3706597332,in,,0,1,0,0,https://x.com/SitiSumiran/status/1885194806160482419,,0,SitiSumiran,
well @prabowo orang2 indonesia makin hari makin tiada adab nilai budaya dan pukimak. Apakah sebab pengaruh arab? Curi2 masuk dah kena tembak mampos lah takkan kami salah. Bawa terus rakyat indon ko tanpa permit di malaysia. Org indon pukimak rata2 hidup atas subsidi org 🇲🇾,1.8852037826169E+018,2025-01-31 05:49:41+00:00,ashokprinc16144,1.84734996368217E+018,in,,0,0,0,0,https://x.com/ashokprinc16144/status/1885203782616908162,prabowo,1,ashokprinc16144,prabowo
@atoek41 @UmarHasibuan__ Gajinya ga dipake sehari2 sdh ikut prabowo. Mgkn ketitipan saham tambang juga. Mgkn loh ya..,1.88527981408249E+018,2025-01-31 10:51:49+00:00,yugipork73,1.603739333697E+018,in,,0,0,0,1,https://x.com/yugipork73/status/1885279814082498947,"atoek41,UmarHasibuan__",2,yugipork73,atoek41
@AnalisaCrypto Ga heran juga pak Prabowo blg saham kayak judi,1.88532088368813E+018,2025-01-31 13:35:00+00:00,johnnychowi,859722162,in,"Denpasar Selatan, Indonesia",0,0,0,0,https://x.com/johnnychowi/status/1885320883688137127,AnalisaCrypto,1,johnnychowi,AnalisaCrypto
@prabowo Pilih kerjasama dan investor luar yg tdk mensyaratkan tenaga satu paket dr negaranya pak Banyak rakyat yg masih nganggur Apalagi sampai tenaga kasar dibawa dari sana Repotnya lagi ngga balik ke negaranya Tenaga kita kalau kerja malah disyaratkan pakai bahasa mereka,1.885330963171E+018,2025-01-31 14:15:04+00:00,Boediantar4,1.3837507275756E+018,in,,0,0,0,1,https://x.com/Boediantar4/status/1885330963171000634,prabowo,1,Boediantar4,prabowo
Salut buat program makan bergizi gratis bantu pemulihan ekonomi usaha pangan setempat #MBGDorongEkonomi,1.88534803171917E+018,2025-01-31 15:22:53+00:00,yusuf_yuda1,1.54646636202061E+018,in,,0,0,0,0,https://x.com/yusuf_yuda1/status/1885348031719178742,,0,yusuf_yuda1,
@Boediantar4 @prabowo Pasti ada alasan klasik dari ternak² keluar kandang : Investasi lapangan kerja kontribusi ekonomi! Oh tentu karena udara bersih sumber air dan keseimbangan ekosistem itu nggak ada nilainya kan?,1.88535626801519E+018,2025-01-31 15:55:37+00:00,BinWaqqash70821,1.73405301564314E+018,in,,0,0,0,3,https://x.com/BinWaqqash70821/status/1885356268015194147,"Boediantar4,prabowo",2,BinWaqqash70821,Boediantar4
